client_id,nom,prenom,email,ville,date_inscription,derniere_activite
294,Nguyen,Henriette,henriette.nguyen@dbmail.com,Sainte Grégoire,2024-10-07,2025-04-27
295,Jean,Gérard,gérard.jean@hotmail.fr,Rolland-sur-Lacombe,2023-05-19,2025-01-10
296,Payet,Marie,marie.payet@sfr.fr,ChauveauVille,2024-08-18,2025-10-07
297,Ollivier,Édith,édith.ollivier@free.fr,Marchand,2024-03-19,2025-08-17
298,Barre,Gilbert,gilbert.barre@gmail.com,Muller,2023-01-07,2025-03-07
299,Boucher,Christine,christine.boucher@free.fr,Evrardnec,2023-10-20,2024-11-25
300,Marques,Louis,louis.marques@club-internet.fr,Grosdan,2024-02-09,2025-02-28
301,Bouchet,Lucas,lucas.bouchet@noos.fr,Besnarddan,2023-10-15,2025-05-31
302,Peron,Colette,colette.peron@noos.fr,Sainte Adèle,2023-09-03,2025-02-21
303,Philippe,Marie,marie.philippe@tiscali.fr,Devaux,2023-02-26,2025-08-10
304,Munoz,Dominique,dominique.munoz@wanadoo.fr,Louis,2023-03-12,2025-09-08
305,Pelletier,Brigitte,brigitte.pelletier@dbmail.com,Saint XavierVille,2024-03-31,2025-07-16
306,Martinez,Adèle,adèle.martinez@laposte.net,,2024-06-04,2024-11-11
307,Laine,Adèle,adèle.laine@gmail.com,GrégoireBourg,2023-08-12,2025-08-23
308,Loiseau,Georges,georges.loiseau@free.fr,Sainte Henri,2023-02-15,2024-11-21
309,Barre,Aimée,aimée.barre@voila.fr,Henry,2023-02-22,2025-08-13
310,Chauveau,Denise,denise.chauveau@wanadoo.fr,Martinez,2024-10-14,2025-01-02
311,Jacquet,Martine,martine.jacquet@voila.fr,Meyerdan,2022-12-25,2025-05-25
312,David,Madeleine,madeleine.david@dbmail.com,Hebert,2024-08-11,2025-06-08
313,Prévost,Aurore,aurore.prévost@noos.fr,Saint Andrée,2024-05-31,2025-08-07
314,Launay,Marcel,marcel.launay@noos.fr,,2022-11-03,2025-10-19
315,De Oliveira,Marianne,marianne.de oliveira@tele2.fr,,2024-02-23,2025-07-17
316,Pelletier,Marcel,marcel.pelletier@bouygtel.fr,Leleu-sur-Weber,2023-10-03,2025-08-01
317,Duhamel,Christiane,christiane.duhamel@gmail.com,Marchal-sur-Duhamel,2023-01-25,2025-03-02
318,Gérard,Henri,henri.gérard@wanadoo.fr,Da Silva-les-Bains,2024-03-10,2024-11-03
319,Pierre,Luce,luce.pierre@bouygtel.fr,Bernard,2023-05-06,2025-02-15
320,Pierre,Nath,nath.pierre@free.fr,Grégoireboeuf,2024-07-15,2025-07-15
321,Guillaume,Frédérique,frédérique.guillaume@dbmail.com,,2024-02-16,2025-09-13
322,Blanc,Catherine,catherine.blanc@hotmail.fr,BlondelVille,2023-10-15,2025-10-22
323,Weber,Véronique,véronique.weber@noos.fr,Saint Georges-sur-Mer,2024-03-11,2025-08-05
324,Rossi,Bernard,bernard.rossi@noos.fr,Lagarde,2023-12-14,2025-08-08
325,Dupré,Henriette,henriette.dupré@live.com,,2023-10-27,2025-08-08
326,Rémy,Céline,céline.rémy@orange.fr,RoussetBourg,2024-02-19,2024-12-08
327,Marin,Nath,nath.marin@yahoo.fr,Leleu-sur-Lopez,2023-11-11,2025-05-26
328,Briand,Christophe,christophe.briand@noos.fr,Guillou,2022-12-10,2025-08-31
329,Da Costa,Audrey,audrey.da costa@ifrance.com,Descamps,2023-01-12,2025-05-16
330,Evrard,Pénélope,pénélope.evrard@hotmail.fr,Carre,2023-05-02,2025-06-10
331,Grégoire,Maryse,maryse.grégoire@free.fr,Michel-sur-Mer,2023-01-12,2024-12-08
332,Navarro,Jean,jean.navarro@sfr.fr,Boulay,2022-11-22,2025-06-13
333,Torres,Lucy,lucy.torres@bouygtel.fr,Deschampsboeuf,2024-05-22,2025-04-11
334,Leclerc,Corinne,corinne.leclerc@tele2.fr,Rolland-sur-Mer,2023-10-30,2025-04-29
335,Blin,Thierry,thierry.blin@dbmail.com,Delattre,2023-04-17,2025-10-21
336,Maillard,Zacharie,zacharie.maillard@free.fr,Fournier-sur-Barbe,2024-09-03,2025-08-09
337,Michaud,Caroline,caroline.michaud@orange.fr,,2022-11-29,2024-10-29
338,Marchal,Gilles,gilles.marchal@dbmail.com,Rolland-la-Forêt,2024-04-13,2025-10-29
339,Pottier,Marcelle,marcelle.pottier@dbmail.com,Schneidernec,2023-07-11,2025-08-30
340,Chartier,Adélaïde,adélaïde.chartier@sfr.fr,Le Gall,2024-06-03,2024-11-03
341,Étienne,Charlotte,charlotte.étienne@yahoo.fr,Tanguy,2023-07-26,2024-11-16
342,Gay,Franck,franck.gay@free.fr,Chauveau,2024-06-07,2025-09-23
343,Arnaud,Lucas,lucas.arnaud@hotmail.fr,Saint Paulettedan,2023-10-03,2025-04-08
344,Lacombe,Nicole,nicole.lacombe@free.fr,Martyboeuf,2023-04-04,2025-02-10
345,Raymond,Paulette,paulette.raymond@yahoo.fr,Le Gall-sur-Lemaire,2024-09-28,2024-11-16
346,Pichon,René,rené.pichon@sfr.fr,Hubertnec,2024-01-25,2025-06-30
347,Faivre,Émilie,émilie.faivre@dbmail.com,,2024-10-01,2024-11-29
348,Boucher,Guy,guy.boucher@free.fr,Le Roux,2023-08-22,2025-07-16
349,Delaunay,Isaac,isaac.delaunay@voila.fr,Sainte Martin,2023-10-31,2024-12-31
350,Dupont,Célina,célina.dupont@ifrance.com,Garnier,2023-09-16,2025-01-22
351,Gros,Thibaut,thibaut.gros@tele2.fr,Bègue,2024-01-16,2025-02-26
352,Pages,Benoît,benoît.pages@sfr.fr,,2024-07-13,2025-08-17
353,Poulain,Inès,inès.poulain@tiscali.fr,Maillet-la-Forêt,2023-07-13,2025-02-23
354,Guichard,Hugues,hugues.guichard@sfr.fr,Duval,2023-01-02,2025-05-24
355,Becker,Alice,alice.becker@free.fr,Saint Capucine,2024-02-12,2024-11-29
356,Courtois,Constance,constance.courtois@club-internet.fr,Albertnec,2024-01-23,2025-04-04
357,Ribeiro,Christiane,christiane.ribeiro@live.com,Dijoux-la-Forêt,2024-10-25,2025-07-08
358,Aubert,William,william.aubert@bouygtel.fr,Sainte Thibaultdan,2023-04-21,2025-07-09
359,Charpentier,Stéphane,stéphane.charpentier@ifrance.com,Pariss,2024-05-16,2024-12-22
360,Dubois,Gilles,gilles.dubois@club-internet.fr,Paris-la-Forêt,2023-06-19,2024-12-05
361,Regnier,Charles,charles.regnier@orange.fr,Bonnin-sur-Didier,2023-03-21,2025-09-22
362,Renaud,Lucy,lucy.renaud@free.fr,Charles-sur-Chrétien,2023-02-16,2024-11-30
363,Lefèvre,Nathalie,nathalie.lefèvre@orange.fr,Blin-la-Forêt,2022-12-06,2024-12-30
364,Le Roux,Lucy,lucy.le roux@ifrance.com,Sainte Audrey,2024-06-27,2025-01-01
365,Vallée,Julie,julie.vallée@orange.fr,Pariss,2023-03-29,2025-01-09
366,Pages,Maggie,maggie.pages@dbmail.com,Dias-sur-Bouvet,2022-10-30,2025-05-14
367,Cordier,Margot,margot.cordier@free.fr,,2023-07-24,2024-11-01
368,Pons,Valentine,valentine.pons@laposte.net,,2023-03-26,2025-10-27
369,Alexandre,Arthur,arthur.alexandre@voila.fr,Salmon,2024-01-01,2025-03-14
370,Joly,Juliette,juliette.joly@wanadoo.fr,Blancharddan,2024-06-24,2025-08-25
371,Bonnet,Édouard,édouard.bonnet@bouygtel.fr,Sainte Amélie,2023-07-29,2025-01-17
372,Besson,Martine,martine.besson@noos.fr,Noëldan,2023-04-03,2025-04-15
373,Lebon,Sabine,sabine.lebon@wanadoo.fr,Dumas,2023-10-03,2025-04-08
374,Mercier,Hélène,invalid_email,Pauldan,2023-06-23,2025-10-12
375,Valentin,Jeanne,jeanne.valentin@hotmail.fr,Valette,2024-04-02,2025-04-25
376,Lambert,Augustin,invalid_email,Becker,2023-05-31,2025-07-01
377,Peltier,Claudine,claudine.peltier@dbmail.com,,2024-02-03,2025-01-11
378,Nguyen,Augustin,augustin.nguyen@voila.fr,Bouchet-la-Forêt,2024-09-08,2024-11-27
379,Brunet,Manon,manon.brunet@ifrance.com,,2024-03-25,2024-11-02
380,Michaud,René,rené.michaud@club-internet.fr,LabbéVille,2023-06-24,2025-08-17
381,Dupuis,Olivier,olivier.dupuis@bouygtel.fr,ChevallierBourg,2022-11-21,2025-05-01
382,Ferrand,Marc,marc.ferrand@voila.fr,Laurent-sur-Mer,2024-04-19,2025-01-17
383,Gauthier,Joseph,joseph.gauthier@sfr.fr,Hoarau-sur-Mer,2023-02-23,2025-10-14
384,Boyer,Augustin,augustin.boyer@ifrance.com,,2023-12-24,2025-03-14
385,Normand,Sabine,sabine.normand@yahoo.fr,Valette,2023-03-30,2025-05-19
386,Muller,Dominique,dominique.muller@voila.fr,,2024-08-04,2024-12-22
387,Simon,Louise,louise.simon@gmail.com,Faivre,2023-09-25,2025-03-10
388,Lecomte,André,andré.lecomte@yahoo.fr,Saint ChristelleBourg,2023-08-02,2025-07-30
389,Joseph,Véronique,véronique.joseph@yahoo.fr,Leroux,2023-05-12,2025-06-05
390,Parent,Luce,luce.parent@yahoo.fr,,2023-10-28,2025-10-18
391,Dias,Benjamin,benjamin.dias@laposte.net,,2024-05-02,2025-07-18
392,Legendre,Jeannine,jeannine.legendre@dbmail.com,Henry,2024-02-25,2025-06-07
393,Turpin,Paulette,paulette.turpin@orange.fr,Vallet,2024-10-09,2025-04-10
394,Vallet,Philippe,philippe.vallet@yahoo.fr,Girard,2024-08-23,2025-06-07
395,Gosselin,Élodie,élodie.gosselin@dbmail.com,Vallée,2024-08-25,2024-11-13
396,Blot,Véronique,véronique.blot@sfr.fr,Pariss,2024-05-08,2024-11-21
397,Pons,Joseph,joseph.pons@tele2.fr,,2024-05-28,2025-02-27
398,Mallet,Denise,denise.mallet@wanadoo.fr,Saint Gilles,2023-01-05,2025-01-29
399,Hardy,Daniel,daniel.hardy@tiscali.fr,Clémentnec,2022-11-12,2025-08-07
400,Thierry,Jeannine,jeannine.thierry@dbmail.com,Pereira,2024-03-05,2025-10-14
401,Paris,Marthe,marthe.paris@sfr.fr,Albert,2024-04-30,2025-01-29
402,Moreau,Denise,denise.moreau@ifrance.com,Pariss,2023-01-12,2025-04-28
403,Lelièvre,Hortense,hortense.lelièvre@live.com,Guibert,2023-10-17,2025-10-01
404,Baron,Lucy,lucy.baron@live.com,,2023-06-22,2025-10-03
405,Bazin,Catherine,catherine.bazin@hotmail.fr,Guyot,2024-09-20,2025-10-10
406,Lelièvre,Charlotte,charlotte.lelièvre@tele2.fr,,2023-07-22,2024-12-06
407,Aubry,Éric,éric.aubry@yahoo.fr,Marin,2022-11-17,2025-02-14
408,Da Costa,Margaud,margaud.da costa@free.fr,Lambert,2024-01-30,2024-11-11
409,Hamon,Christophe,christophe.hamon@voila.fr,Pariss,2024-02-01,2025-02-18
410,Leroux,Gabriel,gabriel.leroux@ifrance.com,BuissonVille,2022-12-22,2025-01-07
411,Mary,Victor,victor.mary@live.com,Meyerboeuf,2023-04-02,2025-06-04
412,Godard,Jeanne,jeanne.godard@laposte.net,,2023-07-05,2025-01-06
413,Blanchard,Nath,nath.blanchard@noos.fr,,2024-09-15,2025-05-04
414,Evrard,Agnès,agnès.evrard@orange.fr,Schneider,2023-10-16,2025-04-03
415,Fleury,Michèle,michèle.fleury@laposte.net,Rousset-sur-Lemaître,2023-06-15,2025-04-09
416,Guillaume,Stéphanie,stéphanie.guillaume@yahoo.fr,Schmitt,2024-08-30,2025-05-28
417,Carlier,Diane,diane.carlier@voila.fr,RenaultBourg,2023-08-11,2025-10-14
418,Bruneau,Zoé,zoé.bruneau@free.fr,,2023-10-22,2025-01-02
419,Bouchet,Jeannine,jeannine.bouchet@bouygtel.fr,LegrosBourg,2023-06-30,2025-08-19
420,Lemaire,Lucy,lucy.lemaire@orange.fr,GomezBourg,2024-04-11,2025-01-01
421,Camus,Marie,marie.camus@sfr.fr,Saint Patricia,2023-09-12,2025-04-03
422,Normand,Frédérique,frédérique.normand@voila.fr,Paris,2024-07-15,2024-12-02
423,Humbert,Timothée,timothée.humbert@live.com,Sainte Corinnenec,2023-08-10,2025-02-24
424,Laroche,Victor,victor.laroche@ifrance.com,Duhamel,2023-03-28,2025-07-06
425,Dias,Matthieu,matthieu.dias@tele2.fr,LetellierVille,2023-11-22,2025-07-11
426,Lucas,Élise,élise.lucas@gmail.com,Sainte Laurencedan,2023-04-28,2025-10-15
427,Monnier,Anouk,anouk.monnier@tiscali.fr,Roger-sur-Mer,2024-07-12,2025-09-14
428,Laurent,Margaux,margaux.laurent@dbmail.com,,2023-09-11,2025-10-19
429,Guichard,Charlotte,charlotte.guichard@orange.fr,Morenodan,2024-04-19,2025-10-04
430,Bernard,Alain,alain.bernard@orange.fr,Guillet,2024-03-17,2025-06-07
431,Salmon,Maggie,maggie.salmon@dbmail.com,Michaud,2024-04-09,2025-05-07
432,Da Costa,Claire,claire.da costa@sfr.fr,Chauvetdan,2023-07-21,2025-01-15
433,Vasseur,Alfred,alfred.vasseur@wanadoo.fr,Saint Anastasie-la-Forêt,2023-06-03,2025-08-29
434,Jacques,Michelle,michelle.jacques@sfr.fr,Goncalves-sur-Roy,2023-05-07,2025-10-03
435,Rousset,Marcel,marcel.rousset@wanadoo.fr,Chauvindan,2023-12-07,2025-02-14
436,Lemonnier,Emmanuel,emmanuel.lemonnier@sfr.fr,Launay-sur-Faivre,2022-12-02,2025-02-20
437,Michel,Alphonse,alphonse.michel@free.fr,Germain,2023-10-06,2025-07-17
438,Lelièvre,Thomas,thomas.lelièvre@voila.fr,,2024-07-15,2025-03-14
439,Dos Santos,Zoé,zoé.dos santos@dbmail.com,Fabre,2023-08-02,2025-04-15
440,Roy,Michèle,michèle.roy@tiscali.fr,Bonneau,2024-03-29,2024-12-29
441,Deschamps,Éléonore,éléonore.deschamps@dbmail.com,Lebreton,2023-03-02,2024-11-18
442,Teixeira,Thérèse,thérèse.teixeira@dbmail.com,,2023-10-13,2025-03-13
443,Potier,Céline,céline.potier@wanadoo.fr,Saint Marthe,2024-06-17,2024-12-28
444,Lambert,Olivier,olivier.lambert@ifrance.com,Barthelemy,2023-05-26,2025-03-07
445,Marty,Michelle,michelle.marty@dbmail.com,,2024-04-24,2025-02-16
446,Charles,Jacqueline,jacqueline.charles@gmail.com,Pariss,2024-03-23,2025-02-23
447,Roux,Benjamin,benjamin.roux@free.fr,,2023-01-21,2025-01-24
448,Texier,Laurence,laurence.texier@gmail.com,Dupré,2023-08-04,2025-04-11
449,Payet,Marcelle,marcelle.payet@orange.fr,Dupuy-la-Forêt,2023-05-29,2025-01-12
450,Legrand,Hélène,hélène.legrand@yahoo.fr,Devaux,2023-11-22,2025-07-16
451,Bruneau,Pierre,pierre.bruneau@sfr.fr,Gilbertnec,2023-06-28,2024-11-29
452,Lévy,Christiane,christiane.lévy@sfr.fr,Sainte Charlotte,2024-08-28,2025-03-25
453,Mace,Michelle,michelle.mace@free.fr,Meyer-sur-Pinto,2023-09-30,2024-10-29
454,Richard,Tristan,tristan.richard@voila.fr,Pariss,2023-01-28,2024-11-30
455,Michaud,Théophile,théophile.michaud@club-internet.fr,Saint Henri,2023-09-17,2024-11-21
456,Antoine,Cécile,cécile.antoine@sfr.fr,Lefèvre-sur-Guibert,2024-03-21,2025-01-25
457,Olivier,Manon,manon.olivier@voila.fr,Lebreton,2024-06-06,2025-06-06
458,Leclercq,Benoît,benoît.leclercq@laposte.net,Foucher-la-Forêt,2024-09-25,2025-08-18
459,Dijoux,Guillaume,guillaume.dijoux@orange.fr,Bèguedan,2024-01-20,2024-11-12
460,Coste,Arthur,arthur.coste@laposte.net,Gautiernec,2024-08-31,2025-05-03
461,Dufour,Maryse,maryse.dufour@free.fr,Guillon-sur-Tessier,2022-11-12,2025-04-08
462,Caron,Nicolas,nicolas.caron@orange.fr,Cohen,2024-06-30,2025-08-01
463,Charpentier,Valérie,valérie.charpentier@noos.fr,LesageVille,2023-10-29,2024-12-30
464,Chauveau,Claudine,claudine.chauveau@noos.fr,Regnier-sur-Nicolas,2023-01-05,2024-12-30
465,Muller,Suzanne,suzanne.muller@tiscali.fr,,2023-06-03,2024-12-20
466,Imbert,Martine,martine.imbert@club-internet.fr,Leroyboeuf,2024-06-22,2025-04-19
467,Garcia,Patrick,patrick.garcia@tele2.fr,Albert,2024-03-02,2025-01-13
468,Samson,Valérie,valérie.samson@laposte.net,,2023-11-22,2025-06-27
469,Boucher,Julie,julie.boucher@club-internet.fr,Cordier,2024-10-11,2025-08-15
470,Vallet,Zoé,zoé.vallet@yahoo.fr,,2022-11-30,2025-08-21
471,Weber,Théodore,théodore.weber@club-internet.fr,Dupont,2024-07-08,2025-03-17
472,Carlier,Richard,richard.carlier@yahoo.fr,,2023-11-19,2025-06-20
473,Joubert,Margaud,margaud.joubert@sfr.fr,Sainte Roland,2022-11-30,2025-04-30
474,Nicolas,Richard,richard.nicolas@ifrance.com,,2023-04-14,2025-09-10
475,Laporte,Adèle,adèle.laporte@dbmail.com,Adam-sur-Benoit,2024-09-25,2025-08-05
476,De Sousa,Olivier,olivier.de sousa@laposte.net,,2023-03-27,2025-04-27
477,Hamel,Marine,marine.hamel@tele2.fr,Saint HenrietteVille,2022-12-24,2025-03-24
478,Vallet,Renée,renée.vallet@laposte.net,Alves,2023-11-21,2025-08-24
479,Pons,Laure,laure.pons@laposte.net,,2024-03-25,2025-07-14
480,Buisson,Benjamin,benjamin.buisson@tiscali.fr,Mary,2024-04-02,2025-10-24
481,Boulanger,Marianne,invalid_email,Sainte Jeannineboeuf,2022-12-22,2025-10-29
482,Payet,Nath,nath.payet@sfr.fr,Grondin-sur-Mer,2023-02-04,2025-05-13
483,Leroux,Martin,martin.leroux@noos.fr,Bonnet,2024-06-14,2025-09-02
484,Dijoux,Christophe,christophe.dijoux@bouygtel.fr,Bouvetboeuf,2024-04-23,2025-04-13
485,Picard,Claire,claire.picard@orange.fr,Bousquet,2024-07-31,2025-06-12
486,Vasseur,Philippe,philippe.vasseur@orange.fr,Pariss,2023-02-26,2024-11-30
487,Leclerc,Philippine,philippine.leclerc@dbmail.com,Poirier,2023-03-18,2025-07-16
488,Guilbert,Marcelle,marcelle.guilbert@free.fr,Saint Alice-les-Bains,2024-05-28,2024-11-09
489,Poulain,Arthur,arthur.poulain@laposte.net,,2023-06-14,2024-11-13
490,Pages,Frédérique,frédérique.pages@voila.fr,,2024-06-27,2025-05-31
491,Marie,Charlotte,charlotte.marie@hotmail.fr,Gilles-les-Bains,2023-12-12,2025-06-24
492,Samson,Alex,alex.samson@sfr.fr,Brunetboeuf,2023-10-08,2025-09-20
493,Techer,Michel,michel.techer@voila.fr,Toussaintdan,2023-05-23,2024-12-01
494,Lecomte,Brigitte,brigitte.lecomte@laposte.net,Adam,2024-09-11,2024-11-29
495,Leblanc,Laure,laure.leblanc@laposte.net,Ledoux,2023-12-20,2025-09-02
496,Mace,David,david.mace@yahoo.fr,Alves-sur-Besnard,2023-12-08,2025-05-26
497,Collin,Claudine,claudine.collin@sfr.fr,,2024-04-23,2025-06-30
498,Laine,Roger,roger.laine@live.com,Boucher,2022-12-07,2025-05-26
499,Fouquet,Grégoire,grégoire.fouquet@gmail.com,,2023-12-09,2024-12-19
500,Richard,Zacharie,zacharie.richard@yahoo.fr,,2024-03-31,2025-07-20
452,Lévy,Christiane,christiane.lévy@sfr.fr,Sainte Charlotte,2024-08-28,2025-03-25
175,Martel,Agnès,agnès.martel@orange.fr,Sanchez,2024-10-02,2024-11-06
16,Royer,Christophe,christophe.royer@bouygtel.fr,Augernec,2023-05-09,2025-05-28
394,Vallet,Philippe,philippe.vallet@yahoo.fr,Girard,2024-08-23,2025-06-07
193,Goncalves,Laure,laure.goncalves@club-internet.fr,Pariss,2023-09-21,2025-09-19
41,Blin,Pauline,pauline.blin@yahoo.fr,Morel,2022-12-10,2024-11-30
125,Rodriguez,Alexandre,alexandre.rodriguez@tiscali.fr,PotierVille,2023-06-10,2025-04-13
318,Gérard,Henri,henri.gérard@wanadoo.fr,Da Silva-les-Bains,2024-03-10,2024-11-03
188,Laroche,Hugues,hugues.laroche@voila.fr,,2023-03-21,2025-03-22
141,Bourgeois,Hugues,hugues.bourgeois@wanadoo.fr,,2023-02-27,2024-11-25
377,Peltier,Claudine,claudine.peltier@dbmail.com,,2024-02-03,2025-01-11
87,Hoareau,Marianne,marianne.hoareau@club-internet.fr,Leconte-sur-Potier,2024-04-22,2025-03-18
144,Thomas,Catherine,catherine.thomas@club-internet.fr,Guilbert,2023-03-07,2025-07-17
102,Lévy,Nathalie,nathalie.lévy@orange.fr,Evrard-les-Bains,2023-12-02,2025-08-21
50,Briand,Thérèse,thérèse.briand@live.com,,2024-10-05,2024-11-05
200,Noël,Célina,célina.noël@hotmail.fr,Sainte Élisabeth-la-Forêt,2023-08-13,2025-09-02
319,Pierre,Luce,luce.pierre@bouygtel.fr,Bernard,2023-05-06,2025-02-15
464,Chauveau,Claudine,claudine.chauveau@noos.fr,Regnier-sur-Nicolas,2023-01-05,2024-12-30
24,Normand,Guy,guy.normand@laposte.net,Marques,2023-08-30,2025-03-26
153,Mahe,Marguerite,marguerite.mahe@tiscali.fr,Saint Lucie,2023-08-07,2025-02-28
